#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
7225,heinsberg,海因斯贝格,de,35,15000,0.15,0.29,heinsberg,2025-10-21 10:32:07,"Thumbnail,People also ask,Knowledge panel,Sitelinks,Top stories",18000,3500,3500,2015-09-01,"Informational,Non-branded,Local"
7226,hws syndrom,健康综合症,de,3,15000,0.10,0.84,hws syndrom,2025-10-21 15:05:49,"Thumbnail,People also ask,Knowledge panel",18000,17000,19000,2015-09-01,"Informational,Non-branded,Non-local"
7227,lapislazuli,青金石,de,0,15000,0.20,0.54,lapislazuli,2025-10-21 18:20:39,"Featured snippet,People also ask,Thumbnail,Shopping,Knowledge panel",48000,6600,8200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7228,patience spielen,发挥耐心,de,62,15000,0.15,0.06,solitaire,2025-10-21 13:10:56,"Thumbnail,Sitelinks,Knowledge panel,Video preview,People also ask",22000,550000,669000,2015-09-05,"Non-branded,Non-local"
7229,esstisch stühle,餐桌椅,de,2,15000,0.35,0.87,esszimmerstühle,2025-10-21 10:13:06,"Top ads,Paid sitelinks,Thumbnail,Sitelinks,People also ask,Bottom ads",18000,55000,57000,2015-09-03,"Informational,Commercial,Non-branded,Non-local"
7230,eiffelturm tickets,艾菲尔铁塔门票,de,5,15000,0.60,1.49,eiffelturm tickets,2025-10-21 17:14:50,"Sitelinks,People also ask,Knowledge panel",21000,36000,44000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7231,daten,数据,de,17,15000,1.10,0.59,daten,2025-10-25 00:38:36,"Knowledge card,People also ask,Sitelinks",25000,2500,2900,2015-09-01,"Informational,Non-branded,Non-local"
7232,baggy,宽松的,de,0,15000,0.35,0.26,baggy denim,2025-10-20 23:47:54,"People also ask,Shopping,Thumbnail",166000,30,30,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7233,pflanzkübel,花盆,de,24,15000,0.20,0.84,pflanzkübel,2025-10-21 19:20:06,"Shopping,Thumbnail,Sitelinks,Bottom ads,Paid sitelinks",18000,20000,21000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7234,handy kaufen,买手机,de,17,15000,0.40,1.09,handy,2025-10-21 13:38:24,"Thumbnail,People also ask,Sitelinks,Bottom ads,Paid sitelinks",19000,59000,62000,2015-09-01,"Commercial,Transactional,Non-branded,Non-local"
7235,coesfeld,科斯费尔德,de,49,15000,0.15,0.34,coesfeld,2025-10-22 03:08:03,"Knowledge panel,Thumbnail,People also ask,Sitelinks,Top stories",17000,1200,1200,2015-09-01,"Informational,Non-branded,Local"
7236,fahrgestellnummer,车架号,de,4,15000,0.25,0.59,fahrgestellnummer,2025-10-20 23:25:44,"AI Overview,Thumbnail,People also ask,Knowledge panel",19000,8900,9800,2015-09-01,"Informational,Non-branded,Non-local"
7237,koh tao,男人,de,0,15000,0.40,0.51,koh tao,2025-10-19 12:01:04,"Knowledge panel,People also ask,Thumbnail",135000,600,800,2015-09-01,"Informational,Non-branded,Non-local"
7238,rheinsberg,莱因斯贝格,de,22,15000,0.30,0.53,rheinsberg,2025-10-21 13:35:19,"Knowledge panel,Sitelinks,People also ask",15000,1100,1100,2015-09-01,"Informational,Non-branded,Local"
7239,connie nielsen,康妮·尼尔森,de,0,15000,0.20,0.4,connie nielsen,2025-10-21 16:05:58,"Thumbnail,People also ask,Knowledge panel",296000,6300,7100,2015-09-01,"Informational,Non-branded,Non-local"
7240,saugroboter mit wischfunktion,具有擦拭功能的扫地机器人,de,0,15000,0.60,1.11,saug und wischroboter,2025-10-21 14:40:40,People also ask,18000,14000,14000,2015-10-26,"Informational,Commercial,Non-branded,Non-local"
7241,führerschein kosten,驾驶执照费用,de,4,15000,0.15,0.92,führerschein kosten,2025-10-20 20:55:04,"Featured snippet,People also ask,Top stories,Thumbnail,Sitelinks",16000,2800,2800,2015-09-01,"Informational,Non-branded,Non-local"
7242,räucherstäbchen,香,de,0,15000,0.50,0.72,räucherstäbchen,2025-10-24 15:57:27,"People also ask,Thumbnail,Shopping,Knowledge panel",19000,1800,2200,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7243,riesa,枯萎病,de,31,15000,0.25,0.4,riesa,2025-10-21 23:05:49,"Thumbnail,People also ask,Knowledge panel,Sitelinks,Top stories",17000,4000,4000,2015-09-01,"Informational,Non-branded,Local"
7244,engelkarte ziehen,画天使卡,de,1,15000,0.70,2.15,engelkarte ziehen,2025-10-21 20:32:45,,26000,67000,82000,2015-09-01,"Informational,Non-branded,Non-local"
7245,alkoholfreies bier,无酒精啤酒,de,0,15000,0.20,0.66,alkoholfreies bier,2025-10-21 09:38:56,People also ask,20000,7600,7600,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7246,aufsatzwaschbecken,台面水槽,de,0,15000,0.35,1.02,aufsatzwaschbecken,2025-10-22 13:56:22,"Shopping,Thumbnail,People also ask,Video preview",18000,3000,3000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7247,frisur,发型,de,0,15000,0.10,0.3,frisuren,2025-10-24 19:12:36,"Local pack,People also ask,Knowledge panel,Thumbnail,Video preview",19000,7500,7700,2015-09-01,"Informational,Non-branded,Non-local"
7248,globuli,血细胞,de,1,15000,0.25,0.65,globuli,2025-10-21 11:27:56,"AI Overview,Thumbnail,People also ask,Sitelinks,Knowledge panel",19000,2700,3500,2015-09-01,"Informational,Non-branded,Non-local"
7249,gaba,加巴,de,40,15000,0.45,0.94,gaba,2025-10-21 10:26:08,"People also ask,Knowledge panel",331000,200,200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7250,gantt diagramm,甘特图,de,3,15000,1.30,0.61,gantt diagramm,2025-10-21 12:19:14,"People also ask,Thumbnail,Knowledge panel",19000,16000,19000,2015-09-01,"Informational,Non-branded,Non-local"
7251,katamaran,懒惰,de,11,15000,0.20,0.39,katamaran,2025-10-21 15:43:04,"Thumbnail,People also ask,Sitelinks,Knowledge panel",72000,2100,3000,2015-09-01,"Informational,Non-branded,Non-local"
7252,walnuss,核桃,de,2,15000,0.30,0.43,walnuss,2025-10-21 12:40:46,"Thumbnail,People also ask",21000,12000,15000,2015-09-01,"Informational,Non-branded,Non-local"
7253,nervenschmerzen,神经疼痛,de,48,15000,0.25,0.79,nervenschmerzen,2025-10-21 06:28:42,"Thumbnail,People also ask",17000,5200,6500,2015-09-01,"Informational,Non-branded,Non-local"
7254,escape room hamburg,汉堡密室逃脱,de,55,15000,0.70,1.32,escape room hamburg,2025-10-21 06:19:33,"Sitelinks,Thumbnail",16000,9600,9600,2015-09-02,"Informational,Commercial,Transactional,Non-branded,Local"
7255,paul kalkbrenner,保罗·卡尔克布伦纳,de,30,15000,0.10,0.59,paul kalkbrenner,2025-10-21 08:02:16,"Knowledge panel,Thumbnail,People also ask,Video preview",40000,1600,1800,2015-09-01,"Informational,Non-branded,Non-local"
7256,guten abend,晚上好,de,0,15000,0.15,0.33,guten abend,2025-10-21 05:59:07,"Thumbnail,People also ask,Video preview",25000,4700,6600,2015-09-01,"Informational,Non-branded,Non-local"
7257,gastritis symptome,胃炎症状,de,48,15000,0.10,0.91,magenschleimhautentzündung,2025-10-21 05:07:22,"AI Overview,Thumbnail,People also ask,Sitelinks,Knowledge panel",23000,42000,50000,2015-09-01,"Informational,Non-branded,Non-local"
7258,koh chang,象岛,de,0,15000,0.25,0.59,koh chang,2025-10-20 17:37:27,"Knowledge panel,People also ask,Thumbnail",78000,350,450,2015-09-01,"Informational,Non-branded,Non-local"
7259,space,空间,de,93,15000,0.15,0.54,space,2025-10-20 15:55:33,"Knowledge card,Thumbnail,Sitelinks,People also ask",1090000,2600,2800,2015-09-01,"Informational,Non-branded,Non-local"
7260,weißenfels,魏森费尔斯,de,14,15000,0.15,0.37,weißenfels,2025-10-21 21:35:02,"Knowledge panel,Thumbnail,Sitelinks,People also ask",16000,700,900,2015-09-01,"Informational,Non-branded,Local"
7261,internetgeschwindigkeit testen,测试网速,de,71,15000,0.30,1.37,speedtest,2025-10-21 17:00:32,"Knowledge card,Sitelinks,People also ask",18000,1270000,1490000,2015-09-01,"Informational,Non-branded,Non-local"
7262,erdgas,天然气,de,12,15000,1.60,0.67,natural gas,2025-10-22 20:23:55,"Top stories,Thumbnail,People also ask,Knowledge panel,Video preview",21000,1600,3200,2015-09-01,"Informational,Non-branded,Non-local"
7263,cooking with kya,和基亚一起做饭,de,0,15000,0.15,,cooking with kya,2025-10-24 06:42:26,"AI Overview,Thumbnail,People also ask,Video preview,Sitelinks",383000,5300,5300,2024-12-07,"Informational,Non-branded,Non-local"
7264,wyoming,怀俄明州,de,27,15000,0.10,0.45,wyoming,2025-10-22 00:24:44,"Thumbnail,Sitelinks,Knowledge panel,People also ask",421000,1900,2500,2015-09-01,"Informational,Non-branded,Local"
7265,ankylosaurus,甲龙,de,0,15000,0.10,0.51,ankylosaurus,2025-10-22 00:50:49,"Thumbnail,Knowledge panel,People also ask,Video preview",244000,3900,5400,2015-09-01,"Informational,Non-branded,Non-local"
7266,luxembourg,卢森堡,de,66,15000,0.15,0.38,luxemburg,2025-10-24 11:25:38,"Thumbnail,Sitelinks,People also ask,Knowledge panel,Top stories,Video preview",871000,12000,16000,2015-09-01,"Informational,Non-branded,Non-local"
7267,auto abmelden online,网上注销汽车,de,7,15000,1.10,0.96,auto online abmelden,2025-10-20 23:27:28,"Sitelinks,People also ask",15000,20000,20000,2015-09-01,"Informational,Non-branded,Non-local"
7268,callantsoog,卡兰特之眼,de,2,15000,0.40,0.57,callantsoog,2025-10-21 11:02:49,"Knowledge panel,People also ask,Thumbnail",31000,1400,1500,2015-09-01,"Informational,Non-branded,Local"
7269,nebula,星云,de,24,15000,0.45,0.44,nebula,2025-10-24 07:35:34,"Sitelinks,People also ask,Video preview",455000,4500,90000,2015-09-01,"Informational,Non-branded,Non-local"
7270,vogesen,孚日,de,9,15000,0.35,0.52,vogesen,2025-10-22 01:46:19,"Thumbnail,People also ask,Knowledge panel",20000,2700,3200,2015-09-01,"Informational,Non-branded,Non-local"
7271,therapie,治疗,de,64,15000,0.70,0.32,therapie,2025-10-21 05:41:05,"Thumbnail,Sitelinks,Local pack,Knowledge panel,People also ask",43000,3000,3200,2015-09-01,"Informational,Non-branded,Non-local"
7272,hosen,裤子,de,3,15000,0.60,0.58,hosen,2025-10-21 11:30:14,"Top ads,Thumbnail,People also ask,Sitelinks,Shopping,Bottom ads",20000,9200,10000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7273,romantik,浪漫的,de,6,15000,0.10,0.61,romantik,2025-10-21 00:14:28,"Sitelinks,People also ask,Knowledge panel",30000,11000,12000,2015-09-01,"Informational,Non-branded,Non-local"
7274,brotschneidemaschine,面包切片机,de,0,15000,0.20,0.93,brotschneidemaschine,2025-10-22 17:45:34,"Shopping,Thumbnail,People also ask,Video preview",19000,4700,4900,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7275,jose mourinho,何塞·穆里尼奥,de,6,15000,0.60,0.7,jose mourinho,2025-10-22 01:27:02,"Thumbnail,Top stories,Knowledge panel,People also ask",437000,18000,21000,2015-09-01,"Informational,Non-branded,Non-local"
7276,glycolic acid,乙醇酸,de,48,15000,0.25,0.7,the ordinary glycolic acid,2025-10-22 02:10:26,"People also ask,Shopping,Thumbnail",510000,8800,11000,2015-09-13,"Informational,Commercial,Transactional,Non-branded,Non-local"
7277,geldgeschenke,金钱礼物,de,0,15000,0.20,0.78,geldgeschenke,2025-10-21 05:24:39,"People also ask,Thumbnail",18000,3300,3600,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7278,geschäftsführer,常务董事,de,1,15000,0.30,0.32,geschäftsführer,2025-10-24 07:00:02,"AI Overview,Thumbnail,People also ask,Sitelinks,Knowledge panel",22000,3600,3900,2015-09-01,"Informational,Non-branded,Non-local"
7279,homeoffice pauschale 2024,2024 年家庭办公室统一费率,de,1,15000,0.15,,homeoffice pauschale 2024,2025-10-21 02:36:28,"Featured snippet,People also ask,Sitelinks",15000,7500,7500,2023-03-19,"Informational,Non-branded,Non-local"
7280,inliner,内衬,de,1,15000,0.15,0.55,inliner,2025-10-21 00:48:03,"Shopping,Thumbnail,People also ask",18000,3000,3000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7281,harness,马具,de,0,15000,0.20,0.33,harness,2025-10-21 07:36:00,"Knowledge card,Shopping,Thumbnail,Knowledge panel,People also ask,Sitelinks",228000,600,900,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7282,ohrstöpsel,耳塞,de,39,15000,0.50,0.65,ohrstöpsel,2025-10-21 15:55:55,"Shopping,Thumbnail,People also ask,Sitelinks",20000,4400,4600,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7283,dehnungsstreifen,妊娠纹,de,2,15000,0.25,0.7,dehnungsstreifen,2025-10-20 20:44:25,"Featured snippet,Thumbnail,People also ask,Knowledge panel",20000,6400,7000,2015-09-01,"Informational,Non-branded,Non-local"
7284,stethoskop,听诊器,de,43,15000,0.35,0.46,stethoskop,2025-10-21 20:07:48,"Shopping,Thumbnail,Knowledge panel,People also ask,Sitelinks",19000,1900,2200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7285,glossing haare,光泽头发,de,0,15000,0.50,0.96,haar glossing,2025-10-24 16:57:30,"Thumbnail,People also ask,Shopping",16000,7600,7700,2015-09-24,"Informational,Commercial,Transactional,Non-branded,Non-local"
7286,niagarafälle,尼亚加拉瀑布,de,2,15000,0.45,0.5,niagarafälle,2025-10-21 07:57:24,"People also ask,Knowledge panel,Thumbnail,Video preview",20000,4000,5100,2015-09-01,"Informational,Non-branded,Non-local"
7287,cuba,古巴,de,40,15000,0.15,0.44,kuba,2025-10-24 19:13:21,"Thumbnail,Sitelinks,People also ask,Knowledge panel",1020000,4700,6300,2015-09-01,"Informational,Non-branded,Non-local"
7288,stabmixer,手持式搅拌机,de,0,15000,0.30,0.88,stabmixer,2025-10-21 18:25:34,"Shopping,Thumbnail,People also ask,Sitelinks",21000,6900,7000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7289,testosteron steigern,增加睾酮,de,48,15000,0.35,1.12,testosteron steigern,2025-10-21 17:33:21,"AI Overview,Thumbnail,People also ask",18000,18000,19000,2015-09-01,"Informational,Non-branded,Non-local"
7290,farn,判断,de,0,15000,0.15,0.45,farne,2025-10-21 21:19:43,"People also ask,Knowledge panel,Thumbnail",24000,3900,5100,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7291,strandmuschel,海滩贻贝,de,0,15000,0.15,0.86,strandmuschel,2025-10-21 07:25:13,"Shopping,Thumbnail,People also ask",18000,3100,3200,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7292,flughund,飞狗,de,1,15000,0.15,0.51,flughund,2025-10-21 13:56:29,"People also ask,Knowledge panel,Thumbnail,Video preview",21000,800,1000,2015-09-01,"Informational,Non-branded,Non-local"
7293,parodontitis,牙周炎,de,24,15000,0.35,0.7,parodontitis,2025-10-24 07:39:09,"Featured snippet,Thumbnail,People also ask,Sitelinks,Knowledge panel",30000,2800,2800,2015-09-01,"Informational,Non-branded,Non-local"
7294,garten ideen,花园创意,de,3,15000,0.20,0.55,gartengestaltung,2025-10-21 18:35:52,"Thumbnail,Sitelinks,People also ask",19000,8500,14000,2015-09-03,"Informational,Non-branded,Non-local"
7295,roman,罗马,de,4,15000,0.10,0.45,roman,2025-10-21 17:16:10,"Thumbnail,Sitelinks,People also ask",318000,5200,5800,2015-09-01,"Informational,Non-branded,Non-local"
7296,mieterstrom,租户用电,de,3,15000,2.50,1.26,mieterstrommodell,2025-10-21 05:44:18,"Top ads,AI Overview,People also ask,Sitelinks,Bottom ads,Paid sitelinks,Knowledge panel",15000,1900,2000,2015-09-18,"Informational,Non-branded,Non-local"
7297,catering,餐饮,de,47,15000,0.80,0.51,catering,2025-10-21 16:37:44,"Local pack,Knowledge panel,People also ask,Thumbnail",250000,1500,1500,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7298,matteo berrettini,马泰奥·贝雷蒂尼,de,3,15000,0.40,0.56,berrettini,2025-10-21 14:06:49,"Sitelinks,People also ask",505000,2400,3400,2015-10-22,"Informational,Non-branded,Non-local"
7299,netzwerkkabel,网线,de,2,15000,0.70,0.62,netzwerkkabel,2025-10-23 04:28:37,"Shopping,Thumbnail,People also ask,Video preview",18000,2200,2400,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7300,waschtischunterschrank,梳妆台,de,0,15000,0.35,0.89,waschtischunterschränke,2025-10-23 23:05:40,"Shopping,Thumbnail,Sitelinks",18000,9000,9200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7301,hausverwaltung,物业管理,de,1,15000,1.30,0.36,hausverwaltung,2025-10-21 09:20:30,"Local pack,Knowledge panel,People also ask,Thumbnail",19000,500,1000,2015-09-01,"Informational,Non-branded,Non-local"
7302,more protein,更多蛋白质,de,32,15000,0.25,,more protein,2025-10-21 18:32:40,"Sitelinks,People also ask",24000,8100,8900,2015-10-06,"Informational,Commercial,Non-branded,Non-local"
7303,enoki pilze,金针菇,de,0,15000,0.15,0.65,enoki,2025-10-24 07:04:24,"AI Overview,Thumbnail,People also ask",17000,2400,2400,2015-09-07,"Informational,Commercial,Non-branded,Non-local"
7304,daenerys targaryen,丹妮莉丝·坦格利安,de,31,15000,0.25,0.43,daenerys targaryen,2025-10-24 09:17:21,"Thumbnail,Sitelinks,People also ask,Video preview,Knowledge panel",304000,7100,7600,2015-09-01,"Informational,Non-branded,Non-local"
7305,hochsensibilität,高灵敏度,de,5,15000,0.10,1.08,hochsensibilität,2025-10-21 03:11:15,"AI Overview,People also ask,Knowledge panel,Video preview,Thumbnail",18000,6500,8600,2015-09-01,"Informational,Non-branded,Non-local"
7306,sancho,桑乔,de,5,15000,0.10,0.66,jadon sancho,2025-10-21 17:57:48,"Top stories,Thumbnail,Knowledge panel,People also ask",271000,12000,12000,2015-09-02,"Informational,Non-branded,Non-local"
7307,obstipation,便秘,de,26,15000,0.35,0.36,obstipation,2025-10-21 05:56:32,"Featured snippet,Thumbnail,People also ask,Knowledge panel",42000,8900,10000,2015-09-01,"Informational,Non-branded,Non-local"
7308,chicken nuggets,鸡块,de,0,15000,0.15,0.43,chicken nuggets,2025-10-21 17:18:18,"Top stories,Thumbnail,Video preview,People also ask",234000,3000,3200,2015-09-01,"Informational,Non-branded,Non-local"
7309,penispumpe,阴茎泵,de,18,15000,0.25,1.26,penispumpe,2025-10-20 23:36:33,"People also ask,Sitelinks,Knowledge panel",21000,6300,7000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7310,fernsehsessel,电视椅,de,0,15000,0.30,1.13,fernsehsessel,2025-10-21 13:09:06,"Shopping,Thumbnail,People also ask,Sitelinks",19000,3800,4000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7311,banksy bilder,班克斯图片,de,0,15000,0.20,0.68,banksy bilder,2025-10-21 23:28:33,"Shopping,Thumbnail,Knowledge panel,People also ask",19000,2300,2400,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7312,gipskartonplatten,石膏板,de,0,15000,0.10,0.67,gipskartonplatten,2025-10-24 00:17:51,"Shopping,Thumbnail,Knowledge panel,People also ask,Video preview",16000,3000,3200,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7313,birth chart,出生图,de,73,15000,0.20,1.18,birth chart,2025-10-20 22:24:09,"Sitelinks,People also ask",551000,24000,1250000,2015-09-01,"Informational,Non-branded,Non-local"
7314,salpetersäure,硝酸,de,1,15000,0.20,0.44,salpetersäure,2025-10-24 10:20:20,"AI Overview,Thumbnail,People also ask,Knowledge panel",17000,8000,9200,2015-09-01,"Informational,Non-branded,Non-local"
7315,schlehen,黑刺李,de,0,15000,0.15,0.6,schlehen,2025-10-24 08:11:11,"AI Overview,Thumbnail,People also ask",18000,15000,18000,2015-09-01,"Informational,Non-branded,Non-local"
7316,aglaia szyszkowitz,阿格莱娅·希什科维茨,de,0,15000,0.10,0.64,aglaia szyszkowitz,2025-10-24 13:59:40,"Thumbnail,People also ask,Knowledge panel",20000,7200,8900,2015-09-01,"Informational,Non-branded,Non-local"
7317,konjunktur,经济状况,de,0,15000,0.10,0.58,konjunktur,2025-10-24 14:34:38,"Featured snippet,People also ask,Top stories,Thumbnail,Knowledge panel",21000,6300,6300,2015-09-01,"Informational,Non-branded,Non-local"
7318,schlehe,施莱赫,de,1,15000,0.15,0.52,schlehen,2025-10-21 19:20:31,"Thumbnail,People also ask",19000,14000,17000,2015-09-01,"Informational,Non-branded,Non-local"
7319,zypresse,柏,de,0,15000,0.20,0.81,zypressen,2025-10-21 23:27:41,"People also ask,Knowledge panel,Thumbnail",22000,1900,2700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7320,tonya harding,托尼娅·哈丁,de,1,15000,0.10,0.75,tonya harding sex tape,2025-10-21 00:56:16,"Thumbnail,Sitelinks,People also ask,Knowledge panel",251000,50,75000,2015-09-02,"Informational,Non-branded,Non-local"
7321,find my phone,找到我的手机,de,88,15000,0.50,0.28,find my mobile,2025-10-24 10:01:01,Sitelinks,1830000,26000,651000,2015-09-01,"Informational,Non-branded,Non-local"
7322,tür,类型,de,3,15000,0.60,0.45,obi türen,2025-10-20 22:39:08,"Shopping,Thumbnail,People also ask",30000,5000,5100,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7323,dschungel,丛林,de,2,15000,0.15,0.55,dschungel,2025-10-24 17:38:48,"AI Overview,Thumbnail,People also ask,Knowledge panel",20000,1800,2100,2015-09-01,"Informational,Non-branded,Non-local"
7324,reizwäsche,内衣,de,4,15000,0.15,1.31,reizwäsche,2025-10-21 19:12:04,Sitelinks,18000,14000,14000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7325,wroclaw,弗罗茨瓦夫,de,16,15000,0.30,0.36,breslau,2025-10-24 22:31:33,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Top stories,Video preview",233000,5800,6600,2015-09-01,"Informational,Non-branded,Local"
7326,elternzeit beantragen,申请育婴假,de,21,15000,0.45,1.15,elternzeit beantragen,2025-10-21 19:27:21,People also ask,15000,19000,19000,2015-09-01,"Informational,Non-branded,Non-local"
7327,wetter app,更湿的应用程序,de,20,15000,0.20,0.41,wetter app,2025-10-21 17:28:42,"People also ask,Knowledge panel",19000,3000,3100,2015-09-01,"Informational,Non-branded,Non-local"
7328,getreide,粮食,de,0,15000,0.10,0.54,getreide,2025-10-21 06:46:13,"Sitelinks,People also ask,Video preview",20000,5200,6400,2015-09-01,"Informational,Non-branded,Non-local"
7329,glaubensbekenntnis,信条,de,8,15000,0.10,0.79,glaubensbekenntnis,2025-10-21 09:59:24,"People also ask,Knowledge panel",17000,11000,11000,2015-09-01,"Informational,Non-branded,Non-local"
7330,zahnpasta,牙膏,de,39,15000,0.50,0.4,zahnpasta,2025-10-24 18:09:29,"People also ask,Sitelinks,Video preview",20000,2500,2500,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7331,widerrufsrecht,撤回权,de,24,15000,0.35,0.62,widerrufsrecht,2025-10-21 10:22:44,"AI Overview,Thumbnail,People also ask,Knowledge panel",16000,8200,8300,2015-09-01,"Informational,Non-branded,Non-local"
7332,magnesium citrat,柠檬酸镁,de,45,15000,0.50,0.94,magnesium citrat,2025-10-21 16:03:07,People also ask,23000,14000,14000,2015-09-05,"Informational,Commercial,Transactional,Non-branded,Non-local"
7333,silicon valley,硅谷,de,9,15000,0.10,0.57,silicon valley,2025-10-22 02:49:30,"Thumbnail,Sitelinks,People also ask",401000,5600,6900,2015-09-01,"Informational,Non-branded,Non-local"
7334,strom preisvergleich,电价比较,de,56,15000,1.80,1.31,strompreisvergleich,2025-10-24 08:05:04,"Sitelinks,People also ask,Video preview",17000,53000,54000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7335,cuttermesser,卡特梅塞尔,de,0,15000,0.60,0.46,cuttermesser,2025-10-22 01:15:31,"People also ask,Shopping,Thumbnail",17000,1700,1900,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7336,otto kern,奥托核心,de,0,15000,0.20,0.8,otto kern,2025-10-24 17:15:49,"Thumbnail,Sitelinks,People also ask,Shopping",18000,3500,3800,2015-09-01,"Informational,Non-branded,Non-local"
7337,wandverkleidung,墙面覆盖物,de,0,15000,0.35,0.84,wandverkleidung,2025-10-21 11:14:35,"Shopping,Thumbnail,People also ask,Sitelinks",18000,3200,3200,2015-09-02,"Informational,Commercial,Non-branded,Non-local"
7338,wandleuchte,壁灯,de,0,15000,0.40,0.75,wandleuchte,2025-10-21 13:54:53,"Shopping,Thumbnail,Sitelinks",19000,3000,3000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7339,ferienhaus ostsee,奥斯特西度假屋,de,6,15000,0.60,1.14,ferienhaus ostsee,2025-10-20 22:33:36,"Thumbnail,Sitelinks",16000,6300,6700,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7340,edelstahlpfanne,埃德斯塔尔普法讷,de,0,15000,0.35,0.87,edelstahlpfanne,2025-10-21 22:07:02,"People also ask,Shopping,Thumbnail,Sitelinks",18000,3200,3200,2015-09-11,"Informational,Commercial,Transactional,Non-branded,Non-local"
7341,aufstiegs bafög,进步学生贷款,de,15,15000,0.40,0.96,aufstiegs bafög,2025-10-22 19:21:44,"Sitelinks,People also ask,Video preview",15000,16000,16000,2016-02-13,"Informational,Non-branded,Non-local"
7342,canapes,开胃菜,de,0,15000,0.25,0.61,canapes,2025-10-21 21:30:14,"Thumbnail,People also ask,Video preview",131000,2900,4400,2015-09-01,"Informational,Non-branded,Non-local"
7343,borax,硼砂,de,36,15000,0.25,0.92,borax,2025-10-22 03:21:02,"Featured snippet,People also ask,Knowledge panel,Shopping,Thumbnail",252000,11000,13000,2015-09-01,"Informational,Non-branded,Non-local"
7344,hieronymus bosch,希罗尼穆斯·博斯,de,2,15000,0.15,0.78,hieronymus bosch,2025-10-24 03:47:20,"Knowledge panel,Thumbnail,People also ask,Video preview",113000,9900,11000,2015-09-01,"Informational,Non-branded,Non-local"
7345,reinhold würth,莱茵霍尔德伍尔特,de,11,15000,0.25,0.67,reinhold würth,2025-10-21 09:25:57,"Thumbnail,People also ask,Knowledge panel,Sitelinks",17000,9600,9800,2015-09-01,"Informational,Non-branded,Non-local"
7346,hut,小屋,de,45,15000,0.35,0.4,hüte,2025-10-21 16:01:31,"Thumbnail,Shopping,People also ask,Sitelinks",97000,4000,4100,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
7347,wow kündigen,哇取消,de,0,15000,0.45,1.2,wow abo kündigen,2025-10-21 18:33:35,People also ask,15000,16000,16000,2015-09-03,"Informational,Transactional,Non-branded,Non-local"
7348,maut italien,意大利收费站,de,3,15000,0.20,1.17,maut italien,2025-10-24 20:30:49,"AI Overview,People also ask,Thumbnail,Knowledge panel",19000,29000,37000,2015-09-01,"Informational,Non-branded,Non-local"
7349,laufrad,叶轮,de,3,15000,0.15,0.63,laufrad,2025-10-22 02:55:10,"Sitelinks,Shopping,Thumbnail,People also ask",21000,2800,3200,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
7350,schambein,耻骨,de,2,15000,0.15,0.53,schambein,2025-10-21 03:14:40,"AI Overview,Thumbnail,People also ask",19000,1800,2500,2015-09-01,"Informational,Non-branded,Non-local"
